education,marital_status,income,kidhome,teenhome,recency,mntwines,mntfruits,mntmeatproducts,mntfishproducts,mntsweetproducts,mntgoldprods,numdealspurchases,numwebpurchases,numcatalogpurchases,numstorepurchases,numwebvisitsmonth,complain,response,age,cust_since,acc_camp,total_spent,household_size,cluster
0,0,17256,1,0,10,6,4,14,8,8,22,2,2,1,2,8,0,0,22,7,1,62,2,0
1,1,53034,1,1,30,160,15,196,15,11,50,8,6,1,7,8,0,0,40,12,0,447,4,1
0,0,52203,0,0,36,488,21,238,56,108,28,1,8,7,11,6,0,0,64,22,0,939,1,2
0,1,59601,0,1,14,691,7,69,0,7,23,4,2,2,7,8,0,0,37,11,1,797,3,1
2,1,75154,0,1,79,543,10,205,160,143,82,1,6,3,6,3,0,1,56,21,0,1143,3,2
1,1,47025,0,1,52,254,7,108,20,0,26,3,6,3,5,6,0,0,38,7,0,415,3,1
1,0,37971,1,0,97,5,4,10,2,2,7,1,1,0,3,8,0,0,41,7,0,30,2,0
2,1,41335,1,0,24,112,19,21,16,14,5,3,4,1,4,7,0,0,46,6,0,187,3,3
1,0,67267,0,1,0,134,11,59,15,2,30,1,3,2,5,2,0,0,56,1,0,251,2,3
1,1,57338,0,1,96,143,6,52,11,8,17,2,4,1,5,5,0,0,39,2,0,237,3,3
0,0,50523,1,1,89,51,4,24,4,7,1,2,2,0,4,6,0,0,54,6,0,91,3,3
2,1,35791,2,1,94,27,0,5,0,0,3,2,1,0,3,8,0,0,49,13,0,35,5,3
2,1,50611,0,1,98,459,0,24,6,0,4,6,4,5,7,6,0,0,54,20,1,493,3,1
2,0,56242,0,1,72,689,8,167,11,8,88,5,8,4,11,6,0,0,45,15,0,971,2,1
1,1,48904,0,1,1,283,10,38,0,13,27,4,7,2,4,8,0,0,54,18,0,371,3,1
1,1,56243,1,2,26,347,0,35,4,3,7,6,4,2,8,5,0,0,39,5,0,396,5,3
1,0,21355,1,0,5,5,13,14,0,5,31,2,2,1,2,6,0,1,29,10,1,68,2,0
2,0,57420,0,1,22,280,0,18,0,0,24,3,5,1,6,7,0,0,43,12,1,322,2,1
2,1,46390,0,1,56,95,14,64,2,9,38,1,4,2,3,7,0,0,59,1,0,222,3,3
0,0,54342,1,1,74,84,10,34,11,10,28,4,3,1,4,6,0,0,58,11,0,177,3,3
1,0,20895,1,0,24,18,3,17,3,0,4,1,2,0,3,9,0,0,41,20,0,45,2,0
1,0,92344,0,0,9,992,24,694,51,19,119,0,5,10,5,1,0,0,66,5,2,1899,1,5
0,0,26907,1,1,10,9,1,7,0,3,2,2,1,0,3,7,0,0,38,10,0,22,3,3
1,0,44964,1,1,35,19,1,17,2,0,2,1,1,0,3,8,0,0,34,18,0,41,3,3
1,0,75507,0,0,56,709,93,374,104,80,80,1,8,6,6,3,0,0,35,1,0,1440,1,2
2,0,53761,1,1,7,158,0,76,13,7,71,6,4,4,3,5,0,0,42,8,0,325,3,3
1,0,22682,1,0,51,10,14,29,4,2,36,3,2,1,4,4,0,0,41,8,0,95,2,0
2,0,38887,1,0,17,25,1,13,0,0,3,1,1,0,3,7,0,0,42,3,0,42,2,0
0,1,41658,1,1,30,8,4,12,15,4,29,2,1,1,2,4,0,0,39,19,0,72,4,3
2,0,29791,1,0,21,14,0,6,0,0,0,2,2,0,3,5,0,0,42,1,0,20,2,0
2,0,63915,0,2,2,622,7,115,30,0,15,2,6,3,12,5,0,0,58,10,0,789,3,1
1,1,39996,1,1,85,11,0,3,0,0,1,1,1,0,2,6,0,0,40,1,0,15,4,3
1,1,26759,1,0,65,25,3,16,8,5,2,2,2,1,3,6,0,0,42,4,0,59,3,0
2,1,63841,0,1,64,635,15,100,20,7,131,1,9,3,9,6,0,0,46,14,0,908,3,1
2,0,51039,1,1,11,100,64,79,65,0,109,2,6,2,4,7,0,0,45,18,0,417,3,1
1,0,60544,1,1,92,201,2,43,3,5,35,4,5,1,5,6,0,0,53,22,0,289,3,3
1,0,65685,0,1,54,642,14,49,0,7,57,1,9,2,9,5,0,0,42,3,0,769,2,1
1,0,37716,0,1,4,97,1,41,6,2,41,2,4,1,3,7,0,0,61,2,0,188,2,3
1,1,36864,0,1,53,204,5,39,17,0,89,3,5,2,4,8,0,1,57,22,0,354,3,1
2,0,44511,1,0,39,513,7,133,46,14,14,6,8,4,8,8,0,0,44,20,0,727,2,1
2,0,36947,1,1,49,88,3,21,4,1,29,4,3,0,4,9,0,0,47,22,0,146,3,3
2,0,47352,0,1,70,172,12,112,8,0,15,4,6,1,5,7,0,0,63,14,0,319,2,1
2,0,67087,0,1,40,329,35,222,130,35,43,2,7,5,8,4,0,0,61,6,0,794,2,1
1,0,57045,0,1,40,296,13,104,11,13,17,3,4,2,9,3,0,0,64,21,0,454,2,1
2,1,36957,1,1,43,100,2,16,2,1,31,4,3,2,2,9,0,1,61,21,0,152,4,3
2,0,69389,0,1,17,422,7,238,69,46,15,1,7,2,12,4,0,0,37,20,0,797,2,1
1,0,80134,1,0,40,1218,16,272,104,0,80,2,5,3,6,6,0,1,42,13,3,1690,2,5
2,0,43142,1,1,84,5,1,7,2,1,4,1,1,0,2,7,0,0,45,4,0,20,3,3
1,0,80589,0,0,25,507,93,520,242,40,26,1,5,10,5,1,0,1,70,5,1,1428,1,2
1,1,34412,1,0,62,52,12,50,4,36,55,3,5,0,3,9,0,0,24,16,0,209,3,0
1,1,57537,1,0,83,191,56,139,51,8,100,4,4,3,8,4,0,0,35,12,0,545,3,1
0,0,22634,0,0,47,2,23,11,8,6,46,1,2,1,2,8,0,0,48,17,0,96,1,0
1,0,51315,0,0,45,68,28,39,16,30,41,1,2,2,5,2,0,0,66,4,0,222,1,0
1,0,36026,2,1,34,20,4,10,6,4,17,2,2,0,3,6,0,0,42,3,0,61,4,3
1,0,24639,1,1,3,20,3,16,0,4,1,3,2,0,4,6,0,0,41,4,0,44,3,3
2,0,34578,2,1,1,7,0,1,0,0,0,1,1,0,2,6,0,0,42,2,0,8,4,3
0,1,65704,0,0,18,279,172,74,38,8,246,1,2,10,10,1,0,0,42,8,0,817,2,2
1,1,63810,0,1,45,977,12,253,16,12,101,4,4,3,12,8,0,0,48,19,1,1371,3,1
2,0,54132,0,1,81,30,1,8,0,0,3,1,1,0,3,7,0,0,45,4,0,42,2,3
1,0,18690,0,0,77,6,1,7,23,4,19,1,1,1,2,8,0,0,55,18,0,60,1,0
1,0,28164,1,0,23,3,18,26,11,8,12,3,2,0,4,7,0,0,44,13,0,78,2,0
2,0,34596,1,0,48,14,0,2,0,0,7,1,1,0,2,8,0,0,40,14,0,23,2,0
2,0,43269,1,0,61,10,1,7,0,0,1,1,1,0,2,8,0,0,42,9,0,19,2,0
0,1,38741,1,1,60,7,10,17,8,6,13,2,2,0,3,7,0,0,56,2,0,61,4,3
1,1,31907,0,0,75,33,87,64,175,16,74,1,6,1,6,7,0,0,42,15,0,449,2,0
2,0,27100,1,0,64,12,0,13,2,0,10,1,1,0,3,7,0,0,31,14,0,37,2,0
0,1,31163,1,0,54,2,3,10,11,2,10,1,1,0,3,6,0,0,41,4,0,38,3,0
1,0,92533,0,0,84,693,21,118,110,147,42,1,6,5,11,2,0,0,29,6,2,1131,1,2
1,1,34853,1,1,75,9,3,15,2,3,2,2,2,0,3,6,0,0,41,6,0,34,4,3
1,1,70844,1,1,16,129,26,67,3,67,2,5,6,1,5,7,0,0,47,7,0,294,4,3
0,0,31086,1,1,79,16,2,11,3,0,16,2,1,1,2,8,0,0,35,13,1,48,3,0
1,0,60544,1,1,92,201,2,43,3,5,35,4,5,1,5,6,0,0,53,22,0,289,3,3
0,0,20491,0,0,16,5,4,5,4,2,10,1,0,1,2,7,0,0,28,17,0,30,1,0
1,0,42523,0,0,96,14,36,11,3,26,35,1,1,1,4,2,0,0,50,2,0,125,1,0
1,0,39922,1,0,30,29,12,59,19,1,36,2,3,0,4,8,0,0,31,16,0,156,2,0
1,0,33402,1,1,60,26,2,19,10,5,8,3,2,1,3,8,0,0,62,11,0,70,3,3
2,0,36408,1,1,11,9,1,4,3,2,3,1,1,0,2,6,0,0,65,9,0,22,3,3
1,0,21645,1,0,75,14,0,23,4,5,19,3,3,0,3,9,0,1,35,21,0,65,2,0
2,1,78427,0,0,36,972,19,595,180,26,138,3,3,7,10,3,0,1,66,20,1,1930,2,5
1,0,82657,0,0,71,966,168,672,246,105,126,1,7,5,10,4,0,0,68,9,2,2283,1,2
1,0,51876,0,0,88,99,27,102,28,48,6,1,2,2,8,1,0,0,56,8,0,310,1,0
0,0,78041,0,0,93,482,35,553,72,160,17,1,4,4,9,2,0,0,43,18,0,1319,1,2
1,0,52852,0,1,93,714,8,99,11,0,47,4,10,7,5,8,0,0,57,18,1,879,2,1
2,0,70038,0,0,54,587,54,348,71,54,130,1,4,4,8,2,0,0,32,8,0,1244,1,2
0,0,69401,0,1,41,399,27,159,58,8,39,4,4,4,5,2,0,0,41,3,0,690,2,1
1,0,46053,1,0,46,56,10,92,19,7,25,3,3,2,4,5,0,0,42,16,0,209,2,0
1,0,77343,0,0,28,227,151,573,98,54,31,1,3,4,9,1,0,0,49,0,0,1134,1,2
1,1,73892,0,0,40,703,102,601,0,58,43,1,3,11,8,1,0,1,61,7,0,1507,2,2
2,1,40304,1,0,82,37,0,17,0,0,3,1,2,0,3,7,0,0,47,8,0,57,3,0
2,0,32727,0,0,38,167,13,180,86,13,70,2,7,3,5,8,0,0,49,22,0,529,1,1
1,0,68695,0,0,3,458,81,356,106,50,40,1,4,4,7,2,0,0,45,0,0,1091,1,2
1,1,43300,0,1,87,91,3,52,2,1,31,3,4,0,4,8,0,1,43,20,0,180,3,3
1,0,26290,1,1,49,15,8,16,11,5,22,4,2,0,4,6,0,0,42,17,0,77,3,3
1,1,93790,0,0,16,1302,68,731,89,114,45,0,6,7,12,2,0,1,44,4,3,2349,2,5
2,0,38410,0,0,65,153,64,123,116,64,14,2,5,2,9,6,0,1,40,21,0,534,1,2
2,1,64866,0,1,9,508,5,21,7,5,10,4,7,3,7,5,0,0,64,5,1,556,3,1
1,0,57957,0,1,24,290,59,177,77,5,29,7,4,6,8,3,1,0,55,10,0,637,2,4
2,0,46015,1,1,25,38,0,2,0,0,6,1,1,0,3,7,0,0,59,2,2,46,3,3
1,0,16531,1,0,43,2,13,6,7,5,11,3,3,0,3,7,0,0,36,0,0,44,2,0
2,0,28072,1,0,10,30,0,10,2,0,5,1,1,0,3,7,0,0,28,11,0,47,2,0
2,1,49476,0,1,29,386,23,95,54,41,196,4,2,11,5,2,0,0,51,12,0,795,3,1
1,0,50725,0,1,45,443,10,75,0,10,48,4,8,1,8,8,0,0,61,16,0,586,2,1
1,0,83844,0,0,57,901,31,345,75,31,191,1,4,4,11,1,0,0,62,13,1,1574,1,2
2,0,41145,1,1,20,9,0,3,0,0,1,1,0,0,3,3,0,0,64,4,0,13,3,3
1,0,67419,0,1,29,846,84,352,91,56,42,4,9,4,8,5,0,0,44,17,0,1471,2,1
0,0,23162,1,1,82,8,3,9,19,4,22,3,1,1,3,6,0,0,44,6,0,65,3,3
1,0,34380,1,0,68,72,7,58,13,1,24,4,4,1,3,8,0,0,37,13,0,175,2,0
1,1,34704,0,1,65,29,0,5,0,1,5,1,1,0,3,5,0,0,48,14,0,40,3,3
2,0,94871,0,2,99,169,24,553,188,0,144,1,8,5,4,7,0,1,45,21,2,1078,3,5
1,0,65148,0,1,9,460,35,422,33,12,153,2,6,6,7,4,0,0,56,19,0,1115,2,1
1,0,39898,0,1,20,69,8,26,12,7,12,2,3,0,4,7,0,0,60,16,0,134,2,3
2,1,64857,0,0,78,556,14,717,210,0,43,1,7,5,10,4,0,0,58,19,0,1540,2,2
2,0,59892,0,1,26,73,0,13,0,1,0,1,2,1,3,3,0,0,44,7,0,87,2,3
2,1,41020,0,0,68,112,1,54,7,7,36,1,3,2,4,3,0,0,27,8,0,217,2,0
2,0,57072,0,1,79,944,0,60,0,0,30,2,7,5,13,5,0,0,53,5,1,1034,2,1
1,1,60474,0,1,25,265,199,303,234,9,170,7,10,2,12,7,0,0,35,14,0,1180,3,2
1,0,62807,0,1,83,526,28,135,10,21,99,3,5,3,12,5,0,0,54,21,0,819,2,1
0,0,19414,1,0,32,2,3,12,3,5,7,1,1,0,3,8,0,0,33,8,0,32,2,0
1,0,19107,1,0,49,2,4,9,10,5,16,2,1,0,3,7,0,0,34,10,0,46,2,0
0,0,75484,0,1,50,378,97,259,197,194,34,2,7,3,6,4,0,0,38,22,0,1159,2,2
2,1,70379,0,1,84,553,25,142,65,67,8,3,6,3,13,4,0,0,38,15,0,860,3,1
2,0,79419,0,0,96,751,127,687,20,15,31,1,4,6,4,2,0,0,44,0,0,1631,1,2
2,0,64014,2,1,56,406,0,30,0,0,8,7,8,2,5,7,0,0,68,0,1,444,4,3
1,0,76998,0,1,85,1449,89,161,69,35,107,2,11,8,8,6,0,0,59,17,1,1910,2,5
2,0,49854,1,0,63,123,17,171,39,0,30,5,6,2,5,6,0,0,42,7,0,380,2,0
2,0,60585,1,1,17,267,42,309,55,42,21,10,7,4,9,5,0,1,43,12,0,736,3,1
2,1,42873,1,1,11,209,0,40,3,2,15,4,6,1,4,8,0,0,64,17,0,269,4,3
1,0,87679,0,0,62,1259,172,815,97,148,33,1,7,11,10,4,0,1,26,11,3,2524,1,5
1,0,57867,1,0,48,344,35,178,15,23,17,7,7,2,9,6,0,0,36,8,0,612,2,1
1,0,35765,1,0,86,22,3,30,0,5,15,2,2,0,4,6,0,0,24,6,0,75,2,0
1,0,65492,0,0,73,247,161,295,210,85,47,2,4,7,13,2,0,0,55,5,0,1045,1,2
1,1,32952,1,0,36,38,0,12,3,1,1,1,2,0,3,7,0,0,37,6,0,55,3,0
2,0,53374,0,1,34,896,10,101,13,10,34,6,4,2,9,9,0,1,45,22,1,1064,2,1
1,0,71706,0,1,16,931,56,253,91,98,14,4,9,5,7,5,0,0,55,19,0,1443,2,1
1,0,68487,0,0,48,758,12,385,33,89,89,1,9,7,13,4,0,0,26,17,0,1366,1,2
2,0,53253,1,1,61,216,9,57,20,9,125,7,4,3,5,5,0,0,39,16,0,436,3,1
0,1,31163,1,0,54,2,3,10,11,2,10,1,1,0,3,6,0,0,41,4,0,38,3,0
1,0,42014,1,0,56,244,15,108,4,15,50,6,7,1,6,8,0,1,37,22,0,436,2,0
2,0,54108,1,1,74,539,6,91,8,6,97,13,8,2,9,8,0,0,41,19,0,747,3,1
2,1,49667,0,0,35,1181,26,120,17,13,39,2,5,10,5,8,0,1,59,22,1,1396,2,5
2,0,63206,0,0,65,750,8,125,11,8,26,1,4,3,6,2,0,0,40,3,1,928,1,1
2,0,57136,1,1,48,306,5,109,21,109,92,9,5,2,10,6,0,0,42,11,0,642,3,1
0,0,46772,0,1,88,350,104,189,197,151,57,6,11,8,5,8,0,0,39,19,1,1048,2,2
2,0,78931,0,0,19,331,197,170,58,152,35,1,2,8,13,1,0,0,43,8,0,943,1,2
1,0,53977,0,1,21,620,16,165,0,24,82,5,5,5,12,5,0,0,56,12,0,907,2,1
1,0,84219,0,0,27,434,137,400,45,137,45,1,3,4,10,1,0,0,26,4,0,1198,1,2
2,1,46098,1,1,86,57,0,27,0,0,36,4,3,2,2,8,0,0,39,22,0,120,4,3
1,0,73538,0,1,92,811,76,428,99,137,107,3,10,4,9,7,0,0,49,19,0,1658,2,2
1,0,79529,0,0,1,423,42,706,73,197,197,1,4,8,9,2,0,0,28,2,0,1638,1,2
0,0,20981,0,0,14,2,12,10,6,13,30,1,3,1,2,8,0,1,37,13,0,73,1,0
1,1,51766,1,0,74,60,51,87,6,20,51,2,4,2,4,5,0,0,34,3,0,275,3,0
1,0,55759,0,1,84,675,0,85,10,7,77,5,10,3,8,8,0,0,52,18,0,854,2,1
1,0,33039,1,0,4,30,8,12,8,8,12,1,2,0,4,5,0,0,36,9,0,78,2,0
2,0,37787,1,0,50,40,1,40,4,3,18,1,3,0,3,8,0,0,42,9,0,106,2,0
1,1,27242,1,0,2,3,17,26,20,1,39,2,2,0,3,9,0,1,44,19,0,106,3,0
2,1,87188,0,0,73,910,111,724,49,74,55,1,10,2,6,3,0,1,31,12,0,1923,2,5
1,0,69930,0,0,21,252,98,827,219,70,196,1,4,5,12,3,0,0,43,13,0,1662,1,2
1,1,37697,1,0,82,34,6,21,11,4,8,1,2,1,3,6,0,0,38,4,0,84,3,0
2,0,37401,1,0,14,19,3,19,3,1,3,2,2,0,3,7,0,0,41,1,0,48,2,0
1,1,3502,1,0,56,2,1,1,0,0,1,0,0,0,0,14,0,0,41,14,0,5,3,0
1,0,58597,1,1,20,490,0,184,10,28,21,12,7,4,9,7,0,0,38,19,0,733,3,1
2,1,82032,0,0,54,332,194,377,149,125,57,0,4,6,7,1,0,0,66,2,0,1234,2,2
1,0,28087,1,1,77,53,8,17,13,0,21,3,2,2,2,7,0,0,56,18,0,112,3,3
2,1,74004,0,0,5,784,48,560,42,176,48,1,4,6,4,3,0,1,27,4,2,1658,2,5
1,0,19740,0,1,65,7,11,3,10,4,20,2,1,1,3,5,0,0,54,15,0,55,2,3
0,0,57036,0,1,33,1171,43,219,19,14,47,4,6,3,13,9,0,0,39,18,1,1513,2,1
0,0,53083,1,1,65,215,7,33,3,0,13,6,5,1,5,7,0,0,56,13,1,271,3,3
2,0,69283,0,1,41,674,62,134,0,26,8,4,7,3,13,5,0,0,39,0,0,904,2,1
2,1,46098,1,1,86,57,0,27,0,0,36,4,3,2,2,8,0,1,39,22,0,120,4,3
0,0,23331,1,0,92,5,36,7,0,10,45,2,3,0,3,8,0,0,26,21,0,103,2,0
0,1,23331,1,0,97,104,20,101,24,15,5,6,5,1,5,9,0,0,26,20,0,269,3,0
1,1,9255,1,0,91,9,0,7,2,0,4,1,1,1,2,8,0,0,25,6,0,22,3,0
2,1,67786,0,0,0,431,82,441,80,20,102,1,3,6,6,1,0,1,55,6,0,1156,2,2
2,0,71969,0,1,59,1000,0,76,0,0,10,3,3,4,9,8,0,0,43,20,1,1086,2,1
2,1,59235,1,0,4,448,40,469,80,0,91,3,11,2,12,7,0,0,47,17,0,1128,3,1
1,0,31928,1,0,5,33,4,24,4,2,5,2,3,0,4,7,0,0,25,3,0,72,2,0
2,0,74881,1,1,48,505,72,270,36,27,54,4,9,2,12,5,0,0,53,15,0,964,3,1
1,0,65819,0,0,99,267,38,701,149,165,63,1,5,4,10,3,0,0,36,18,0,1383,1,2
2,1,51411,1,2,81,14,0,3,0,0,1,1,0,0,3,5,0,0,61,13,0,18,5,3
1,1,51983,0,1,95,631,0,115,10,7,30,3,9,2,10,7,0,0,50,21,0,793,3,1
2,0,42386,1,0,43,65,4,16,0,4,11,1,3,0,3,8,0,0,28,17,0,100,2,0
0,0,30390,0,0,5,10,12,12,25,1,20,1,2,0,3,6,0,0,27,9,0,80,1,0
1,1,30983,0,0,50,51,4,50,12,1,49,1,4,0,3,8,0,1,51,19,0,167,2,0
1,1,66033,0,1,76,293,35,179,46,59,65,2,8,3,7,7,0,0,57,17,0,677,3,1
0,0,37284,1,1,46,11,1,2,2,1,6,1,0,0,3,6,0,0,39,15,0,23,3,3
2,1,57530,0,1,68,50,1,27,6,7,1,1,1,1,4,1,0,0,63,8,0,92,3,3
0,0,76800,0,0,33,173,26,255,35,71,81,1,4,4,7,1,0,0,49,3,0,641,1,2
1,0,63943,0,1,50,423,184,368,13,97,21,1,6,4,6,5,0,0,58,21,0,1106,2,2
1,0,76081,0,0,85,292,30,415,63,33,200,1,4,5,4,2,0,0,52,1,1,1033,1,2
1,0,67445,0,1,63,757,80,217,29,80,11,5,9,6,12,6,0,0,40,22,0,1174,2,1
2,0,37054,1,1,89,12,1,6,0,1,5,2,1,0,3,7,0,0,47,9,0,25,3,3
2,0,47175,1,1,81,167,2,44,6,2,19,7,4,2,4,8,0,1,52,20,1,240,3,3
1,1,31859,1,0,77,3,1,3,8,0,5,1,1,0,2,7,0,0,38,12,0,20,3,0
1,1,27215,2,1,50,30,5,22,8,9,28,4,2,1,4,6,0,0,53,17,0,102,5,3
2,1,70179,0,1,10,532,88,168,69,44,133,3,7,3,13,5,0,0,38,11,0,1034,3,1
1,0,39922,1,0,30,29,12,59,19,1,36,2,3,0,4,8,0,0,31,16,0,156,2,0
2,0,49681,0,2,66,411,0,26,0,0,21,6,7,1,7,7,0,0,38,7,0,458,3,1
1,0,24645,1,0,16,5,3,4,4,1,0,1,1,0,2,8,0,0,26,19,0,17,2,0
1,1,79865,0,1,12,71,99,278,185,121,38,1,5,10,5,1,0,0,60,0,0,792,3,2
1,0,44322,1,0,30,46,0,40,3,0,3,2,3,0,3,8,0,0,29,0,0,92,2,0
1,1,47958,0,1,8,268,11,88,15,3,22,2,6,3,5,5,0,0,62,17,0,407,3,1
2,1,63972,0,1,93,928,63,254,0,12,12,4,5,4,10,4,0,0,50,18,1,1269,3,1
1,0,75315,0,1,14,459,15,171,142,23,31,2,5,4,12,2,0,0,60,2,0,841,2,2
2,0,55517,1,1,53,483,0,108,0,6,36,5,11,1,6,9,0,1,64,21,0,633,3,1
2,0,75283,1,2,26,733,9,180,12,19,66,11,6,3,5,4,0,0,57,15,0,1019,4,1
2,1,82800,0,0,23,1006,22,115,59,68,45,1,7,6,12,3,0,1,68,19,2,1315,2,5
1,0,38998,1,1,92,34,1,14,0,0,5,3,2,0,3,8,1,0,60,19,0,54,3,4
2,1,90638,0,0,29,1156,120,915,94,144,96,1,3,4,10,1,0,1,23,4,1,2525,2,5
2,0,27161,1,0,41,7,4,23,7,0,11,1,1,0,3,7,0,0,28,8,0,52,2,0
1,0,42014,1,0,56,244,15,108,4,15,50,6,7,1,6,8,0,1,37,22,0,436,2,0
2,0,38201,0,1,19,233,0,23,0,0,12,4,5,1,5,8,0,0,54,15,0,268,2,3
1,0,45203,2,0,4,35,3,67,10,8,24,1,3,1,3,6,0,1,32,3,0,147,3,0
2,0,81574,0,0,89,1252,0,465,46,35,0,1,4,5,8,1,0,0,67,2,2,1798,1,5
1,0,34935,0,0,71,34,4,66,3,10,20,1,2,1,4,7,0,0,22,12,0,137,1,0
2,1,60482,0,1,81,255,43,134,37,14,24,1,7,2,7,7,0,0,38,17,0,507,3,1
1,0,34633,2,1,31,8,1,5,0,0,1,1,1,0,2,6,0,0,58,5,0,15,4,3
2,0,78093,0,0,53,368,32,639,13,43,10,1,4,7,5,1,0,0,67,6,0,1105,1,2
1,1,82460,0,0,78,255,47,573,52,32,15,1,5,3,6,1,0,0,64,6,0,974,2,2
2,0,45903,0,1,80,33,8,10,2,10,3,2,2,1,3,4,0,0,48,2,0,66,2,3
1,1,81361,0,0,18,163,23,424,27,65,76,1,3,10,13,1,0,1,27,4,0,778,2,2
2,1,35860,1,1,37,15,0,8,4,2,20,2,1,1,2,5,0,1,41,1,1,49,4,3
2,0,40442,1,1,52,45,12,52,25,22,13,4,3,1,4,7,0,1,62,22,0,169,3,3
1,0,61482,0,0,39,48,58,68,16,66,43,1,3,2,6,2,0,0,49,0,0,299,1,2
1,0,34968,1,0,11,158,6,45,8,2,2,7,3,2,5,7,0,0,34,14,0,221,2,0
1,0,75794,0,0,33,754,160,625,63,32,48,1,7,5,12,3,0,0,27,6,1,1682,1,2
2,0,31497,0,1,22,108,1,28,13,1,4,2,3,1,4,8,0,0,52,18,0,155,2,3
1,0,74268,0,0,83,199,66,315,97,174,41,1,4,3,5,2,0,0,59,16,0,892,1,2
0,0,13724,1,0,43,2,7,5,2,15,27,1,2,0,2,9,0,0,26,21,1,58,2,0
2,0,45143,0,1,74,202,5,74,11,5,14,3,6,1,5,7,0,0,49,10,0,311,2,1
2,1,52569,0,1,54,85,0,3,0,0,7,1,2,0,4,3,0,0,47,2,0,95,3,3
2,1,48432,0,1,3,322,3,50,4,3,42,5,7,1,6,8,0,1,41,20,0,424,3,1
2,0,17144,1,1,96,18,2,19,0,2,6,5,3,0,4,7,0,0,54,4,0,47,3,3
1,1,36108,1,0,68,141,8,129,3,11,47,3,7,1,4,9,0,0,30,8,1,339,3,0
1,0,76445,1,0,2,739,107,309,140,80,35,1,2,5,13,6,0,0,43,20,0,1410,2,2
2,0,36663,1,0,40,18,0,6,3,3,5,1,1,1,3,2,0,0,39,2,0,35,2,0
2,0,53843,0,1,64,378,0,88,19,4,73,4,8,5,3,7,0,0,49,12,0,562,2,1
2,0,90226,0,0,26,1083,108,649,253,151,108,1,4,7,12,2,0,0,58,21,1,2352,1,2
2,1,70638,0,0,69,1016,12,215,16,12,63,1,4,5,10,3,0,0,59,12,1,1334,2,1
1,0,44512,1,1,57,23,1,6,0,0,2,2,1,0,3,4,0,0,54,9,0,32,3,3
1,0,27116,1,1,78,12,1,21,2,2,3,2,2,0,3,7,0,0,53,3,0,41,3,3
2,0,54072,1,1,71,35,0,4,0,0,0,1,2,0,2,8,0,0,51,11,0,39,3,3
1,0,71855,0,1,59,548,31,422,0,112,28,4,5,5,11,3,0,0,37,17,0,1141,2,1
0,1,51250,1,0,28,342,32,230,34,32,40,5,10,5,4,9,0,0,24,14,1,710,3,1
2,0,60432,0,1,61,365,3,15,4,3,11,5,7,2,5,6,0,0,41,3,0,401,2,1
2,0,65526,0,1,22,397,19,69,12,0,9,1,4,4,8,2,0,0,50,2,0,506,2,1
1,1,68655,0,0,95,456,19,832,75,118,38,1,4,5,11,3,0,0,26,22,0,1538,2,2
0,0,12393,0,0,38,5,6,15,11,7,13,1,2,0,3,9,0,0,36,18,0,57,1,0
1,1,64509,0,0,19,836,185,575,24,25,77,1,6,3,9,4,0,1,24,10,1,1722,2,5
1,1,33955,1,0,92,100,2,128,23,7,10,4,5,1,5,8,0,0,39,10,0,270,3,0
1,0,31353,1,1,24,10,0,10,3,1,7,2,1,1,2,8,0,1,37,5,0,31,3,3
1,0,55434,1,0,21,238,115,215,169,69,76,3,5,3,13,4,0,0,30,8,0,882,2,2
1,0,28359,1,0,35,6,0,5,2,1,2,1,1,0,2,7,0,0,31,8,0,16,2,0
1,1,57100,1,0,9,158,11,99,15,11,17,2,3,2,7,3,0,0,27,1,0,311,3,0
1,0,69139,0,1,23,86,12,75,33,15,6,1,4,1,5,4,0,0,49,5,0,227,2,3
2,0,52973,0,1,92,856,0,76,12,9,199,7,9,6,9,8,0,0,58,19,0,1152,2,1
2,0,51717,0,1,55,98,1,17,0,1,5,1,3,0,4,7,0,0,49,10,1,122,2,3
1,0,18793,1,0,14,4,16,20,0,17,20,3,2,0,4,8,0,0,43,17,0,77,2,0
0,0,66664,0,0,78,398,96,447,220,96,32,1,5,7,6,3,0,0,32,21,0,1289,1,2
1,1,50664,1,1,64,313,8,104,6,4,126,9,8,1,6,9,0,0,55,17,0,561,4,1
1,0,54414,1,1,49,109,18,16,24,26,18,4,3,1,5,4,0,0,51,17,0,211,3,3
2,0,54549,0,1,8,216,2,6,0,0,9,2,5,1,4,7,0,0,62,3,0,233,2,3
2,1,47111,0,1,35,595,71,153,120,112,41,6,3,2,10,9,0,0,43,21,0,1092,3,1
2,1,41003,0,0,11,123,133,142,71,44,88,1,6,2,8,6,0,0,51,15,0,601,2,2
1,0,19444,1,0,8,16,0,23,3,2,10,3,4,1,2,7,0,1,32,4,0,54,2,0
0,0,36301,1,0,53,11,12,35,3,5,12,1,3,0,3,7,0,0,38,8,0,78,2,0
2,0,73059,0,1,36,410,112,420,0,82,71,1,9,3,13,4,0,0,67,9,0,1095,2,2
2,0,42731,1,0,64,159,2,51,6,2,24,3,4,1,5,5,0,0,45,8,0,244,2,0
2,0,52854,1,1,43,105,0,10,0,1,0,2,2,1,4,5,0,0,55,3,0,116,3,3
1,0,22775,1,0,40,5,1,8,0,0,1,1,1,0,2,8,0,0,36,12,0,15,2,0
2,0,46681,0,2,52,269,15,69,15,19,38,2,4,6,4,5,0,0,66,8,0,425,3,3
